employee_id,first_name,last_name,department,sub_department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,salary,hire_date,term_date,term_type,term_reason,active_status
1123793176,Leonid,Theaker,Marketing,Advertising,7047046426,2271051594,9743222543,12104572130,"Individual Contributor",70121,"2015-06-24 00:00:00",NULL,NULL,NULL,1
1124311145,Reuven,Johanchon,Administration,Travel,3530337257,4609895564,3529946098,12104572130,"Individual Contributor",52983,"2015-02-12 00:00:00",NULL,NULL,NULL,1
1127439028,Wilma,Pantin,Marketing,Advertising,5601261629,7505933947,1949400041,12104572130,"Individual Contributor",74599,"2017-06-06 00:00:00",NULL,NULL,NULL,1
1128220581,Nils,Bather,Legal,Litigation,6916377962,3180541437,5222419382,12104572130,"Individual Contributor",81035,"2012-01-24 00:00:00",NULL,NULL,NULL,1
1129885717,Chuck,Guyan,Operations,Logistics,8944569760,2350609054,8375539146,12104572130,"Individual Contributor",67909,"2018-10-08 00:00:00",NULL,NULL,NULL,1
1133455702,Reynold,Parramore,Administration,Facilities,1055389029,12104572130,NULL,NULL,Manager,86348,"2016-05-30 00:00:00",NULL,NULL,NULL,1
1133956569,Sharline,Patroni,Software,"Software Development",9564800263,9195070758,12104572130,NULL,"Team Lead",86513,"2012-08-30 00:00:00",NULL,NULL,NULL,1
1135122025,Leupold,Crolly,Finance,Accounting,5350093764,8988913174,12104572130,NULL,"Team Lead",88521,"2016-01-15 00:00:00",NULL,NULL,NULL,1
1135467877,Pinchas,Collen,R&D,Research,4363135469,5661678441,4691487226,12104572130,"Individual Contributor",66495,"2015-04-28 00:00:00",NULL,NULL,NULL,1
1139442023,Renato,Baltrushaitis,Administration,Facilities,1626346501,4609895564,3529946098,12104572130,"Individual Contributor",73664,"2021-07-22 00:00:00",NULL,NULL,NULL,1
1142396245,Eve,Warrillow,Software,"Technical Support",3228223998,978661177,9368442131,12104572130,"Individual Contributor",98322,"2016-12-21 00:00:00",NULL,NULL,NULL,1
1144778675,Alejandro,Grewer,Procurement,"Vendor Management",2036341103,584122183,12104572130,NULL,"Team Lead",80661,"2020-06-16 00:00:00",NULL,NULL,NULL,1
1145612320,Felipe,Voss,Software,QA,1857304825,6851422667,5942974370,12104572130,"Individual Contributor",101152,"2014-07-14 00:00:00",NULL,NULL,NULL,1
1147520789,Igor,Dougharty,Sales,"Account Management",3664844848,12104572130,NULL,NULL,Manager,83855,"2016-04-13 00:00:00",NULL,NULL,NULL,1
1148338617,Nichols,Balcock,Software,"Software Development",5254944830,12104572130,NULL,NULL,Manager,110976,"2016-08-23 00:00:00","2018-05-27 00:00:00",Voluntary,"Found a better opportunity",0
1152999324,Hieronymus,Sneden,Sales,"Sales Operations",1423323651,2976516973,2188325953,12104572130,"Individual Contributor",79006,"2017-09-16 00:00:00",NULL,NULL,NULL,1
1155091624,Damian,Dunkley,Software,QA,3583023331,2870084555,5254944830,12104572130,"Individual Contributor",80806,"2015-01-15 00:00:00",NULL,NULL,NULL,1
1155740069,Godwin,Vallender,Software,"Software Development",3232398563,9195070758,12104572130,NULL,"Team Lead",115776,"2021-04-17 00:00:00","2021-06-13 00:00:00",Voluntary,"Found a better opportunity",0
1156342590,Alejandro,Hartshorn,Software,"Technical Support",4645585274,9281160388,6129740252,12104572130,"Individual Contributor",103167,"2012-06-09 00:00:00",NULL,NULL,NULL,1
1159005086,Chris,Kordes,HR,Recruiting,8377149542,12104572130,NULL,NULL,Manager,68120,"2016-10-24 00:00:00",NULL,NULL,NULL,1
1159597010,Duncan,Roskelly,Software,QA,5637400000,5390863100,9195070758,12104572130,"Individual Contributor",87457,"2013-07-14 00:00:00",NULL,NULL,NULL,1
1160713076,Wandis,Reyne,Administration,"Executive Assistants",6216076748,4096113579,8652820129,12104572130,"Individual Contributor",74589,"2016-05-03 00:00:00",NULL,NULL,NULL,1
1160840840,Hasheem,Lydall,Software,"Software Development",4657616823,642542467,21007178,12104572130,"Individual Contributor",101579,"2014-07-14 00:00:00",NULL,NULL,NULL,1
1163702137,Bobine,Meighan,Software,"Software Development",9952342498,4502528035,2107182373,12104572130,"Individual Contributor",79030,"2020-11-10 00:00:00",NULL,NULL,NULL,1
1171364157,Doll,Somerbell,Software,"Software Development",9293014412,9281160388,5942974370,12104572130,"Individual Contributor",83744,"2015-03-05 00:00:00",NULL,NULL,NULL,1
1173750454,Karine,Hargroves,"Customer Service","Technical Support",2738173682,9657388599,12104572130,NULL,"Team Lead",60484,"2020-07-31 00:00:00",NULL,NULL,NULL,1
1174113459,Kellie,Stealfox,Finance,"Financial Planning",4229204534,7265175724,8988913174,12104572130,"Individual Contributor",65002,"2014-07-06 00:00:00","2015-05-06 00:00:00",Voluntary,"More flexible benefits",0
1174282261,Shirlene,Pibworth,Marketing,"Marketing Research",7047046426,3627551867,2813655685,12104572130,"Individual Contributor",94480,"2017-12-07 00:00:00",NULL,NULL,NULL,1
1174633601,Gaultiero,Parffrey,HR,Training,3564449061,6284594203,1871591752,12104572130,"Individual Contributor",76519,"2020-12-30 00:00:00",NULL,NULL,NULL,1
1178672912,Timmy,Henbury,Operations,"Project Management",6002149461,216953146,9843016922,12104572130,"Individual Contributor",62787,"2015-06-20 00:00:00",NULL,NULL,NULL,1
1179289214,Wilie,Feavers,Marketing,"Marketing Research",3340504277,4524447811,4092540016,12104572130,"Individual Contributor",72176,"2021-01-04 00:00:00",NULL,NULL,NULL,1
1183939979,Clark,Dalziel,Procurement,"Supply Chain",3570683418,12104572130,NULL,NULL,Manager,61252,"2013-05-20 00:00:00",NULL,NULL,NULL,1
1188827613,Ardyth,Rubega,Sales,"Sales Operations",390131335,12104572130,NULL,NULL,Manager,95091,"2016-03-10 00:00:00",NULL,NULL,NULL,1
1192611912,Paulie,Chainey,Finance,Accounting,1648354202,4077713505,5312370235,12104572130,"Individual Contributor",56122,"2013-07-20 00:00:00",NULL,NULL,NULL,1
1197229283,Kerry,Tutchell,Sales,"Business Development",3350437227,2747567836,2188325953,12104572130,"Individual Contributor",60753,"2021-09-02 00:00:00",NULL,NULL,NULL,1
1197323865,Marris,Valek,Operations,"Project Management",3210430671,1689927080,8495424892,12104572130,"Individual Contributor",61852,"2017-11-04 00:00:00",NULL,NULL,NULL,1
1197760534,Gamaliel,Aronowitz,Sales,"Account Management",4726691640,4566010041,2169536929,12104572130,"Individual Contributor",82393,"2013-11-06 00:00:00",NULL,NULL,NULL,1
1205282864,Fremont,Carlos,Operations,"Supply Chain",4923426918,2350609054,8488156355,12104572130,"Individual Contributor",66524,"2014-02-12 00:00:00",NULL,NULL,NULL,1
1207731538,Grantley,Chalcot,Software,"Software Development",2365847572,6279119392,5959242695,12104572130,"Individual Contributor",84908,"2016-03-12 00:00:00",NULL,NULL,NULL,1
1208397417,Web,Treleaven,Sales,"Business Development",5459247260,2231553779,390131335,12104572130,"Individual Contributor",64291,"2017-08-20 00:00:00",NULL,NULL,NULL,1
1210136663,Barron,Cropp,Sales,"Business Development",3376234187,630667872,2188325953,12104572130,"Individual Contributor",73653,"2018-12-17 00:00:00",NULL,NULL,NULL,1
1212349178,Evie,Millichap,Sales,"Account Management",5602375624,4566010041,8057668487,12104572130,"Individual Contributor",77403,"2016-03-04 00:00:00",NULL,NULL,NULL,1
1213075423,Mitchell,Hillatt,Software,QA,2305655767,7297337598,226422921,12104572130,"Individual Contributor",71536,"2017-04-02 00:00:00",NULL,NULL,NULL,1
1214333978,Darrell,Speeks,Finance,Auditing,460923431,9882325408,5312370235,12104572130,"Individual Contributor",77798,"2017-06-21 00:00:00",NULL,NULL,NULL,1
1215391036,Penrod,Tryhorn,HR,Benefits,1272988056,9237096765,2874824995,12104572130,"Individual Contributor",58640,"2012-08-06 00:00:00","2014-08-28 00:00:00",Voluntary,"Better salary",0
1216589756,Selia,Byles,Sales,"Sales Operations",2674326044,1147520789,390131335,12104572130,"Individual Contributor",70831,"2012-12-27 00:00:00",NULL,NULL,NULL,1
1217153229,Temple,Steptoe,Sales,"Sales Operations",3664844848,12104572130,NULL,NULL,Manager,92508,"2017-04-14 00:00:00",NULL,NULL,NULL,1
1219443439,Cos,Smurfit,Finance,Accounting,3947021486,8737946734,6641422960,12104572130,"Individual Contributor",90659,"2017-08-18 00:00:00",NULL,NULL,NULL,1
1220088260,Fanchon,Fitzpayn,"Product Development","Product Marketing",8270405811,3438576425,765808111,12104572130,"Individual Contributor",100090,"2013-06-20 00:00:00",NULL,NULL,NULL,1
1220354946,Matti,Flude,Software,"Technical Support",6810137844,1583872264,21007178,12104572130,"Individual Contributor",67343,"2013-08-19 00:00:00",NULL,NULL,NULL,1
1221282917,Perice,Duny,Software,"Software Development",9666212537,4935607662,9195070758,12104572130,"Individual Contributor",85087,"2013-12-14 00:00:00",NULL,NULL,NULL,1
1228916380,Rowney,Spring,Sales,"Business Development",8561534894,2747567836,3664844848,12104572130,"Individual Contributor",74537,"2014-01-12 00:00:00","2015-01-21 00:00:00",Voluntary,"Found a better opportunity",0
1235334166,Ganny,Buttel,Software,"Software Development",6268712051,12104572130,NULL,NULL,Manager,125507,"2015-07-20 00:00:00",NULL,NULL,NULL,1
1237337396,Korry,Travers,Marketing,Advertising,7066567678,2066534911,2813655685,12104572130,"Individual Contributor",63061,"2019-01-19 00:00:00",NULL,NULL,NULL,1
1240166189,Maridel,Coath,Operations,Logistics,1927101441,2350609054,9843016922,12104572130,"Individual Contributor",83223,"2021-08-02 00:00:00","2021-09-22 00:00:00",Voluntary,"Better salary",0
1243326930,Michal,Popping,Administration,"Executive Assistants",409650215,1133455702,6497597529,12104572130,"Individual Contributor",56606,"2021-12-26 00:00:00",NULL,NULL,NULL,1
1243898660,Cal,Cudde,Software,"Software Development",4917030504,315421483,3159687889,12104572130,"Individual Contributor",73951,"2021-09-21 00:00:00",NULL,NULL,NULL,1
1248416859,Tallia,Burchfield,Software,"Technical Support",1646714686,6279119392,9451957864,12104572130,"Individual Contributor",74477,"2013-07-27 00:00:00",NULL,NULL,NULL,1
1248905970,Keven,Ovell,Legal,Litigation,3346380741,9853910653,2591261030,12104572130,"Individual Contributor",101167,"2014-11-28 00:00:00","2015-11-11 00:00:00",Voluntary,"Better salary",0
1250513971,Griff,Foskew,R&D,"Product Design",6611224171,9928084959,12104572130,NULL,"Team Lead",104299,"2016-07-21 00:00:00","2017-07-28 00:00:00",Voluntary,"More flexible benefits",0
1251502396,Will,Andrioni,Finance,"Financial Planning",135888623,3913723636,3225775822,12104572130,"Individual Contributor",82724,"2014-07-28 00:00:00",NULL,NULL,NULL,1
1253139414,Nathanil,Kondratyuk,Software,QA,5200779776,5390863100,3159687889,12104572130,"Individual Contributor",101867,"2018-12-12 00:00:00",NULL,NULL,NULL,1
1254635676,Taddeo,Haugg,R&D,Research,6635192943,1672606048,1424199297,12104572130,"Individual Contributor",80233,"2012-06-21 00:00:00",NULL,NULL,NULL,1
1255605369,Garrot,Bemment,Operations,Logistics,6002149461,4521656077,9843016922,12104572130,"Individual Contributor",69007,"2019-08-20 00:00:00","2021-06-23 00:00:00",Voluntary,"More flexible benefits",0
1256124671,Sky,Duckhouse,Finance,Accounting,3972048378,5400546882,12104572130,NULL,"Team Lead",76609,"2015-01-12 00:00:00",NULL,NULL,NULL,1
1261309781,Salomo,Iannitti,Software,"Software Development",9322200876,3902693036,12104572130,NULL,"Team Lead",99279,"2021-02-22 00:00:00",NULL,NULL,NULL,1
1263991009,Clio,MacGarrity,Sales,"Account Management",6382958391,2612461749,8057668487,12104572130,"Individual Contributor",77833,"2013-12-30 00:00:00",NULL,NULL,NULL,1
1265692609,Durante,Dils,HR,Recruiting,5301823462,977946997,2874824995,12104572130,"Individual Contributor",79924,"2016-07-23 00:00:00","2017-08-21 00:00:00",Voluntary,"More flexible benefits",0
1270185796,Andee,Prettyjohns,Software,"Technical Support",1523340543,1900946112,259741855,12104572130,"Individual Contributor",90027,"2013-08-17 00:00:00",NULL,NULL,NULL,1
1272988056,Catharine,Hilling,HR,Benefits,4930496475,7870535481,12104572130,NULL,"Team Lead",75647,"2012-03-18 00:00:00",NULL,NULL,NULL,1
1275997622,Alessandra,Edelheid,Finance,"Financial Planning",5683220301,3064528137,8988913174,12104572130,"Individual Contributor",82295,"2016-12-13 00:00:00",NULL,NULL,NULL,1
1279524452,Morten,Cuss,Operations,"Project Management",5011019034,340589918,8375539146,12104572130,"Individual Contributor",83670,"2019-11-24 00:00:00",NULL,NULL,NULL,1
1280971696,Mayer,Wetter,Software,QA,7357925070,12104572130,NULL,NULL,Manager,100836,"2012-04-12 00:00:00",NULL,NULL,NULL,1
1283917588,Phedra,Decroix,Finance,Auditing,3784100768,8876294130,3225775822,12104572130,"Individual Contributor",66744,"2012-02-19 00:00:00",NULL,NULL,NULL,1
1284827097,Guendolen,Kiossel,Legal,"Intellectual Property",2591261030,12104572130,NULL,NULL,Manager,112411,"2021-03-21 00:00:00","2021-05-22 00:00:00",Voluntary,"Better salary",0
1285767804,Olenolin,Ninnoli,Finance,Auditing,3972048378,6022803528,12104572130,NULL,"Team Lead",92101,"2014-08-06 00:00:00","2015-07-29 00:00:00",Voluntary,"More flexible benefits",0
1289694966,Barnabe,Haylor,Finance,Auditing,7732477252,8876294130,4691268378,12104572130,"Individual Contributor",91351,"2013-08-10 00:00:00",NULL,NULL,NULL,1
1294017135,Humfrey,Howse,Sales,"Account Management",3855144093,3786575563,1074347333,12104572130,"Individual Contributor",68507,"2016-07-01 00:00:00",NULL,NULL,NULL,1
1294129792,Mahala,Halling,Finance,"Financial Planning",3073905311,5350093764,2793295523,12104572130,"Individual Contributor",73094,"2018-09-19 00:00:00",NULL,NULL,NULL,1
1294824500,Son,Danzig,Administration,Travel,6472118096,4096113579,1055389029,12104572130,"Individual Contributor",51552,"2016-05-19 00:00:00",NULL,NULL,NULL,1
1302776007,Page,Croley,Software,QA,6123517755,8910285795,2107182373,12104572130,"Individual Contributor",87039,"2016-02-20 00:00:00",NULL,NULL,NULL,1
1304248753,Hobie,Shelbourne,Software,"Technical Support",4770950126,9180299011,7708606215,12104572130,"Individual Contributor",94009,"2012-04-26 00:00:00","2014-02-08 00:00:00",Voluntary,"More flexible benefits",0
1305338009,Malvin,Loblie,"Customer Service","Customer Support",9705951632,3800737707,9657388599,12104572130,"Individual Contributor",57156,"2020-09-30 00:00:00","2020-11-24 00:00:00",Involuntary,"Budget cuts",0
1305794961,Flint,Baggiani,Software,"Software Development",4744086221,8277660536,5254944830,12104572130,"Individual Contributor",91430,"2016-12-29 00:00:00",NULL,NULL,NULL,1
1309639256,Mandel,Lambillion,Operations,Logistics,2422532302,9107093688,8488156355,12104572130,"Individual Contributor",88344,"2020-12-29 00:00:00",NULL,NULL,NULL,1
1310820702,Lilyan,Gabbatt,Finance,"Financial Planning",582378211,8412275732,2793295523,12104572130,"Individual Contributor",71426,"2013-02-27 00:00:00",NULL,NULL,NULL,1
1315398556,Andres,Scudder,Finance,Auditing,823014046,6043081030,6022803528,12104572130,"Individual Contributor",59973,"2019-01-28 00:00:00","2019-11-13 00:00:00",Involuntary,"Termination for cause",0
1320756379,Samson,Speake,Administration,Travel,1393928212,1133455702,3373364129,12104572130,"Individual Contributor",65065,"2016-02-03 00:00:00",NULL,NULL,NULL,1
1321952228,Arel,Tace,"Product Development","Project Management",2316448272,12104572130,NULL,NULL,Manager,100661,"2016-07-04 00:00:00","2018-07-17 00:00:00",Involuntary,Performance,0
1322142169,Saree,Beccera,"Customer Service","Account Management",114604934,6384586478,9657388599,12104572130,"Individual Contributor",73717,"2017-11-14 00:00:00",NULL,NULL,NULL,1
1326460603,Jayme,Astie,Finance,Auditing,4822172627,2813354026,3615825420,12104572130,"Individual Contributor",77312,"2021-12-21 00:00:00",NULL,NULL,NULL,1
1327507817,Farrell,Parsonson,Software,"Software Development",12104572130,NULL,NULL,NULL,Director,114453,"2019-01-22 00:00:00",NULL,NULL,NULL,1
1329170177,Carly,Brinkley,Marketing,"Public Relations",9743222543,12104572130,NULL,NULL,Manager,87969,"2012-01-17 00:00:00",NULL,NULL,NULL,1
1330464109,Bette-ann,"De Ruggero",Finance,Auditing,5350093764,5312370235,12104572130,NULL,"Team Lead",92110,"2015-03-12 00:00:00",NULL,NULL,NULL,1
1331663825,Clari,Fryman,Finance,"Financial Planning",972621828,5350093764,6641422960,12104572130,"Individual Contributor",64928,"2021-09-15 00:00:00",NULL,NULL,NULL,1
1334154186,Calida,Spong,Operations,"Supply Chain",8510468780,7406542888,9452810041,12104572130,"Individual Contributor",82189,"2015-11-23 00:00:00",NULL,NULL,NULL,1
1335358252,Dana,Pavett,"Customer Service","Account Management",4701018058,9657388599,12104572130,NULL,"Team Lead",78640,"2021-10-25 00:00:00",NULL,NULL,NULL,1
1336142758,Claybourne,Dunster,HR,Recruiting,9258459221,1122783933,3315940256,12104572130,"Individual Contributor",66933,"2016-09-19 00:00:00",NULL,NULL,NULL,1
1336540136,Marijo,Allbones,Finance,Accounting,3342104556,9341365400,6022803528,12104572130,"Individual Contributor",71842,"2014-04-11 00:00:00","2016-02-17 00:00:00",Involuntary,Performance,0
1336644832,Allin,Whitefoot,Legal,"Intellectual Property",7395423694,7038178543,5930096966,12104572130,"Individual Contributor",85580,"2018-11-25 00:00:00",NULL,NULL,NULL,1
1339258065,Godfree,"Van der Velden",Administration,Travel,7404245430,2749334301,5419153998,12104572130,"Individual Contributor",56619,"2020-01-22 00:00:00",NULL,NULL,NULL,1
1341715961,Griselda,Jennrich,HR,Training,3332512175,2221255630,7870535481,12104572130,"Individual Contributor",54563,"2015-07-08 00:00:00","2017-05-15 00:00:00",Involuntary,"Budget cuts",0
1342983369,Corbin,Botger,Software,"Technical Support",5362387004,4502528035,2107182373,12104572130,"Individual Contributor",71403,"2021-08-18 00:00:00",NULL,NULL,NULL,1
1343410277,Cristiano,McCathie,"Customer Service","Technical Support",7799349465,9657388599,12104572130,NULL,"Team Lead",67330,"2017-09-30 00:00:00",NULL,NULL,NULL,1
1351843841,Ardelis,Whittingham,Marketing,Advertising,1949400041,12104572130,NULL,NULL,Manager,96403,"2016-07-28 00:00:00",NULL,NULL,NULL,1
1353829267,Pierre,Layhe,Marketing,Advertising,4524447811,2813655685,12104572130,NULL,"Team Lead",73720,"2013-04-25 00:00:00","2015-02-14 00:00:00",Voluntary,"More flexible benefits",0
1354474911,Nicholas,Holde,Administration,Travel,2840761127,1055389029,12104572130,NULL,"Team Lead",82069,"2017-01-27 00:00:00",NULL,NULL,NULL,1
1355334462,Wally,Broggetti,Software,QA,4645585274,2870084555,9368442131,12104572130,"Individual Contributor",89047,"2021-02-14 00:00:00",NULL,NULL,NULL,1
1355706437,Evan,Mapham,"Product Development","Product Management",4549854048,1616961292,765808111,12104572130,"Individual Contributor",87320,"2012-09-28 00:00:00",NULL,NULL,NULL,1
1358690858,Stanislaw,Hancock,HR,Training,5187621014,302887809,12104572130,NULL,"Team Lead",86375,"2018-01-28 00:00:00",NULL,NULL,NULL,1
1360867790,Kyle,Ratnege,Finance,Accounting,7612459374,7265175724,8988913174,12104572130,"Individual Contributor",64499,"2021-05-19 00:00:00",NULL,NULL,NULL,1
1363350907,Brandy,Iorns,Software,"Technical Support",4422482610,3331241071,6268712051,12104572130,"Individual Contributor",72231,"2019-08-04 00:00:00",NULL,NULL,NULL,1
1365530387,Loraine,Redrup,Sales,"Sales Operations",9874902446,1217153229,390131335,12104572130,"Individual Contributor",86260,"2015-02-15 00:00:00",NULL,NULL,NULL,1
1368787589,Cecily,Preshous,Software,"Technical Support",6129740252,12104572130,NULL,NULL,Manager,111806,"2012-11-07 00:00:00",NULL,NULL,NULL,1
1370967781,Eden,Strete,"Customer Service","Customer Support",7028724657,7799349465,9657388599,12104572130,"Individual Contributor",55896,"2020-02-04 00:00:00",NULL,NULL,NULL,1
1371062116,Cordie,Rogger,Software,"Technical Support",777501422,399958811,3902693036,12104572130,"Individual Contributor",89241,"2018-01-21 00:00:00",NULL,NULL,NULL,1
1371430516,Sosanna,Martinello,Software,QA,5959242695,12104572130,NULL,NULL,Manager,120797,"2014-08-03 00:00:00",NULL,NULL,NULL,1
1372269958,Valentijn,Garlick,Operations,Logistics,293579828,2350609054,9843016922,12104572130,"Individual Contributor",85448,"2015-08-06 00:00:00",NULL,NULL,NULL,1
1375327595,Garfield,Seyers,Marketing,Advertising,2268142296,4790098732,9743222543,12104572130,"Individual Contributor",74433,"2021-10-08 00:00:00",NULL,NULL,NULL,1
1375673426,Mareah,Loveland,Sales,"Business Development",318067557,2976516973,1074347333,12104572130,"Individual Contributor",60390,"2016-10-22 00:00:00",NULL,NULL,NULL,1
1377239118,Gunner,Brant,R&D,"Product Design",6635192943,44493250,3792599203,12104572130,"Individual Contributor",78170,"2017-05-22 00:00:00","2018-03-20 00:00:00",Voluntary,"Found a better opportunity",0
1381541547,Janna,Dubarry,Marketing,"Public Relations",8006539791,4092540016,12104572130,NULL,"Team Lead",75180,"2015-02-16 00:00:00","2016-02-14 00:00:00",Voluntary,"More flexible benefits",0
1382265541,Yasmeen,Spivey,R&D,Research,9823649154,6611224171,1424199297,12104572130,"Individual Contributor",86116,"2015-06-18 00:00:00",NULL,NULL,NULL,1
1382593307,Jamison,Gres,Marketing,"Public Relations",9374294983,4790098732,4092540016,12104572130,"Individual Contributor",74408,"2015-01-15 00:00:00",NULL,NULL,NULL,1
1386397736,Faber,Emson,Procurement,"Vendor Management",1055062301,3570683418,12104572130,NULL,"Team Lead",57326,"2014-08-04 00:00:00","2015-07-06 00:00:00",Voluntary,"More flexible benefits",0
1387061791,Louella,Gudahy,HR,Training,9741260931,1159005086,7870535481,12104572130,"Individual Contributor",59474,"2021-09-09 00:00:00",NULL,NULL,NULL,1
1388176441,Kial,Chaloner,Software,"Technical Support",2099130087,1900946112,6268712051,12104572130,"Individual Contributor",82514,"2013-04-05 00:00:00",NULL,NULL,NULL,1
1390229694,Sylvan,Brittlebank,HR,Benefits,7807789283,2221255630,1871591752,12104572130,"Individual Contributor",79755,"2021-02-03 00:00:00",NULL,NULL,NULL,1
1391328412,Etti,Maffy,Operations,"Supply Chain",8510468780,5721091419,8375539146,12104572130,"Individual Contributor",75913,"2021-09-08 00:00:00",NULL,NULL,NULL,1
1391428401,Allsun,Snepp,Software,QA,8385483807,9900405594,3159687889,12104572130,"Individual Contributor",74682,"2015-03-18 00:00:00",NULL,NULL,NULL,1
1391545448,Andrej,Schruurs,Software,QA,2062979446,9281160388,9195070758,12104572130,"Individual Contributor",104593,"2017-05-29 00:00:00",NULL,NULL,NULL,1
1392516939,Norton,Salerg,HR,Benefits,6629454006,9663064631,7870535481,12104572130,"Individual Contributor",66292,"2015-05-22 00:00:00",NULL,NULL,NULL,1
1393928212,Karee,Fulk,Administration,Travel,549775725,8652820129,12104572130,NULL,"Team Lead",63110,"2013-12-24 00:00:00",NULL,NULL,NULL,1
1395253493,Bay,McAuley,"Customer Service","Customer Support",114604934,4701018058,9657388599,12104572130,"Individual Contributor",66160,"2018-03-02 00:00:00","2018-12-07 00:00:00",Voluntary,"Better salary",0
1395838059,Ardra,Lettington,Finance,Accounting,460923431,3905225288,4691268378,12104572130,"Individual Contributor",67441,"2019-11-09 00:00:00",NULL,NULL,NULL,1
1397644023,Nevin,Clemmens,Marketing,"Public Relations",784584731,4524447811,1949400041,12104572130,"Individual Contributor",86200,"2018-05-20 00:00:00","2020-11-11 00:00:00",Voluntary,"More flexible benefits",0
1398247816,Bobina,Mulrooney,HR,Training,9323844179,9663064631,302887809,12104572130,"Individual Contributor",58317,"2018-03-19 00:00:00","2019-02-12 00:00:00",Voluntary,"Better salary",0
1401239962,Annissa,Ommundsen,"Product Development","Product Marketing",2316448272,12104572130,NULL,NULL,Manager,86483,"2020-05-02 00:00:00",NULL,NULL,NULL,1
1408675129,Say,Illwell,"Product Development","Project Management",2388762947,3448401754,2316448272,12104572130,"Individual Contributor",72211,"2018-03-29 00:00:00",NULL,NULL,NULL,1
1409152100,Brannon,Phythean,Finance,Auditing,1461189915,2813354026,5312370235,12104572130,"Individual Contributor",90598,"2016-01-08 00:00:00",NULL,NULL,NULL,1
1411503793,Alvera,Roscam,Sales,"Business Development",6284193546,6343662129,8057668487,12104572130,"Individual Contributor",74388,"2014-11-02 00:00:00",NULL,NULL,NULL,1
1411913625,Dorothea,Ivimey,Software,"Software Development",9564800263,9195070758,12104572130,NULL,"Team Lead",101893,"2017-01-10 00:00:00",NULL,NULL,NULL,1
1415912638,Arny,Bullard,Software,"Technical Support",1747471771,9180299011,1091647106,12104572130,"Individual Contributor",77176,"2015-09-25 00:00:00",NULL,NULL,NULL,1
1418117651,Gabriele,Lander,Software,"Software Development",6505384746,965981223,6129740252,12104572130,"Individual Contributor",70291,"2017-06-29 00:00:00",NULL,NULL,NULL,1
1418153247,Alma,Cobson,Finance,Accounting,991135313,5400546882,12104572130,NULL,"Team Lead",95950,"2019-02-24 00:00:00","2020-02-22 00:00:00",Voluntary,"Found a better opportunity",0
1418187999,Licha,Pleaden,Administration,"Executive Assistants",7066304704,5419153998,12104572130,NULL,"Team Lead",55699,"2014-09-06 00:00:00",NULL,NULL,NULL,1
1418790388,Calla,Hails,Marketing,"Marketing Research",7066567678,1855812703,9743222543,12104572130,"Individual Contributor",76582,"2014-09-04 00:00:00",NULL,NULL,NULL,1
1418818385,Greta,Gozzett,Administration,Travel,4311738809,7117669516,6630511380,12104572130,"Individual Contributor",75666,"2012-04-07 00:00:00",NULL,NULL,NULL,1
1423323651,Mag,Harlowe,Sales,"Account Management",316146636,8057668487,12104572130,NULL,"Team Lead",69693,"2018-03-01 00:00:00",NULL,NULL,NULL,1
1423842945,Marylin,Pesek,Software,QA,9281160388,259741855,12104572130,NULL,"Team Lead",84033,"2020-10-07 00:00:00",NULL,NULL,NULL,1
1424199297,Care,Iremonger,R&D,Prototyping,12104572130,NULL,NULL,NULL,Director,102297,"2015-10-04 00:00:00",NULL,NULL,NULL,1
1424897813,Dickie,Mustoo,HR,Training,7656332383,4930496475,1871591752,12104572130,"Individual Contributor",70072,"2012-06-19 00:00:00",NULL,NULL,NULL,1
1425308714,Amble,Honacker,HR,Benefits,4867818836,2771745961,302887809,12104572130,"Individual Contributor",72478,"2018-05-21 00:00:00",NULL,NULL,NULL,1
1428975028,Robinson,Bolton,Software,"Software Development",6638152289,1235334166,5254944830,12104572130,"Individual Contributor",97230,"2014-10-15 00:00:00",NULL,NULL,NULL,1
1429993678,Peyton,Novkovic,Software,"Software Development",9160507725,978661177,5942974370,12104572130,"Individual Contributor",62434,"2018-11-11 00:00:00","2020-12-02 00:00:00",Involuntary,Performance,0
1433971040,Thaddus,Garrie,Marketing,"Marketing Research",3631245540,3567515372,9743222543,12104572130,"Individual Contributor",87448,"2020-02-26 00:00:00",NULL,NULL,NULL,1
1434662077,Ranna,Berthomier,Finance,Auditing,1629240509,8151517407,5400546882,12104572130,"Individual Contributor",93834,"2012-06-20 00:00:00","2013-03-31 00:00:00",Involuntary,Performance,0
1435158455,Esme,Booley,Procurement,Procurement,6486351829,7582291716,3570683418,12104572130,"Individual Contributor",51097,"2018-06-17 00:00:00",NULL,NULL,NULL,1
1437179218,Jeri,Cathrall,Procurement,"Vendor Management",2061244656,6827380667,584122183,12104572130,"Individual Contributor",65551,"2021-05-25 00:00:00",NULL,NULL,NULL,1
1438475016,Ainslee,MacLise,Marketing,Advertising,7047046426,3627551867,2813655685,12104572130,"Individual Contributor",60678,"2015-12-05 00:00:00",NULL,NULL,NULL,1
1438686707,Ripley,Allred,Software,"Technical Support",7069124836,637102865,259741855,12104572130,"Individual Contributor",91621,"2020-12-10 00:00:00",NULL,NULL,NULL,1
1442904299,Mile,Sharvill,HR,Benefits,8421163041,12104572130,NULL,NULL,Manager,81114,"2020-08-24 00:00:00",NULL,NULL,NULL,1
